data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7992589,566,NIG20728,20728,"17 May 2021",2021,2,Battles,"Armed clash","Anaku Communal Militia (Nigeria)",,4,"Omor Communal Militia (Nigeria)",,4,44,"Western Africa",Nigeria,Anambra,Ayamelum,,Anaku,6.4664,6.9316,2,"Daily Independent (Nigeria); Guardian (Nigeria)",National,"Around 17 May 2021 (as reported), Anaku and Omor Communal Militias clashed in Ayamelum LGA (Abia) [coded to Anaku] over land issues. Three reported fatalities.",3,1621889043,NGA
7992590,566,NIG20730,20730,"17 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","NLC: Nigeria Labour Congress; Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Kaduna,"Kaduna North",,Kaduna,10.5222,7.4383,1,"Blueprint; Daily Champion",National,"On 17 May 2021, members of the Nigerian Lagos Congress staged demonstrations at the NLC Secretariat and the State House of Assembly in Kaduna (Kaduna North LGA, Kaduna) over the disengagement of over seven thousand civil servants at the state and local governments by the state government. [size=no report]",0,1621889043,NGA
7992591,566,NIG20733,20733,"17 May 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Teachers (Nigeria)",7,37,"Western Africa",Nigeria,Plateau,"Jos North",,Lamingo,9.9015,8.9288,1,"Daily Independent (Nigeria); Blueprint",National,"On 17 May 2021, unknown gunmen abducted a professor and her husband at Lamingo (Jos North LGA, Plateau). Gunmen demanded ransom. Kidnapped victims were later released. Unclear whether ransom was paid.",0,1621889043,NGA
7992918,566,NIG20737,20737,"17 May 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Abia,"Umuahia North",,Umuahia,5.5263,7.4896,2,"Daily Champion",National,"On 17 May 2021, unidentified gunmen clashed with Nigerian police operatives at a Police Station in Umuahia North LGA (Abia). Gunmen also set the police station ablaze. No reported fatalities.",0,1621889044,NGA
7992920,566,NIG20731,20731,"17 May 2021",2021,2,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,2,12,"Western Africa",Nigeria,Borno,Konduga,,Konduga,11.6558,13.4213,2,"Daily Champion",National,"Around 17 May 2021 (as reported), Nigerian military troops clashed with Boko Haram fighters at Dawuri village (Konduga LGA, Borno), killing 40 fighters.",40,1621889044,NGA
7992921,566,NIG20736,20736,"17 May 2021",2021,1,Riots,"Mob violence","Rioters (Nigeria)","Vigilante Group (Nigeria)",5,"Civilians (Nigeria)",,7,57,"Western Africa",Nigeria,Anambra,"Idemili South",,Obosi,6.097,6.8184,1,"Daily Champion",National,"On 17 May 2021, an angry mob lynched and killed a person at Obosi (Idemili South LGA, Anambra) for stealing. [size=no report]",1,1621889044,NGA
7992930,566,NIG20734,20734,"17 May 2021",2021,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Niger Communal Militia (Nigeria)",,4,14,"Western Africa",Nigeria,Niger,Magama,,Nasko,10.4871,4.8792,2,"Daily Independent (Nigeria)",National,"On 17 May 2021, Nigerian military troops clashed with a Niger communal militia at Magama (Magama LGA, Niger) [coded to Nasko]. Three soldiers and two militiamen were killed.",5,1621889044,NGA
7992965,566,NIG20738,20738,"17 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Women (Nigeria)",6,,,0,60,"Western Africa",Nigeria,"Akwa Ibom",Uyo,,Uyo,5.0333,7.9266,1,"Daily Post (Nigeria)",National,"On 17 May 2021, a coalition of widows and the next of kin of retired Primary school teachers staged a protest at the Government House in Uyo (Uyo LGA, Akwa Ibom) over the non-payment of their entitlements. [size=no report]",0,1621889044,NGA
7992971,566,NIG20727,20727,"17 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Ekiti,"Ado Ekiti",,Ado-Ekiti,7.621,5.2215,1,"Daily Post (Nigeria)",National,"On 17 May 2021, street sweepers under the payroll of the Ekiti State Government staged a protest at Fajuyi Park in Ado-Ekiti (Ado Ekiti LGA, Ekiti) to demand the immediate implementation of the N30,000 minimum wage for workers. [size=no report]",0,1621889044,NGA
7993036,566,NIG20735,20735,"17 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Anambra,"Nnewi North",,Nnewi,6.0199,6.9148,1,"EONS Intelligence",National,"On 17 May 2021, patients, relatives of patients, and community members staged a protest at Nnamdi Azikiwe University Teaching Hospital in Nnewi (Nnewi North LGA, Anambra) over poor service delivery and management in the hospital. [size=no report]",0,1621889044,NGA
7993358,566,NIG20729,20729,"17 May 2021",2021,1,"Violence against civilians",Attack,"Kaduna Communal Militia (Nigeria)",,4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Kaduna,Kachia,,Kachia,9.8734,7.9541,2,"Sahara Reporters",Regional,"On 17 May 2021, a Kaduna communal militia attacked Kadaje community (Kachia LGA, Kaduna), killing at least eight persons and abducting 11 others. Unknown reason for attack.",8,1621889045,NGA
7993421,566,NIG20732,20732,"17 May 2021",2021,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)","Farmers (Nigeria)",7,47,"Western Africa",Nigeria,Kaduna,Chikun,,Kunai,10.5672,7.1852,1,"Sun (Nigeria)",National,"On 17 May 2021, Fulani pastoralists attacked and killed 4 farmers at Damba Kunai (Kunai) (Chikun LGA, Kaduna). Unknown reason for attack.",4,1621889045,NGA
8394981,566,NIG21374,21374,"17 May 2021",2021,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Islamic State (West Africa) - Lake Chad Faction",,2,12,"Western Africa",Nigeria,Niger,Bosso,,Maikonkele,9.6825,6.4683,2,"Undisclosed Source","Local partner-Other","On 17 May 2021, the security forces clashed with ISWAP members in a camp in Bosso LGA (Niger) [coded Maikonkele]. 25 fighters were killed, including a local commander.",25,1627328513,NGA
7992822,566,NIG20725,20725,"16 May 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Delta,"Aniocha South",,Nsukwa,6.017,6.4444,1,Blueprint,National,"On 16 May 2021, unidentified gunmen clashed with Nigerian police operatives at a Divisional Police Station in Nsukwa (Aniocha South LGA, Delta), killing two policemen.",2,1621889044,NGA
7992823,566,NIG20726,20726,"16 May 2021",2021,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Benue,"Gwer West",,Sengev,7.811,8.1441,2,Blueprint,National,"On 16 May 2021, Fulani pastoralists attacked Mbaatan in Sengev (Gwer West LGA, Benue), killing one resident and abducting another. Unknown reason for attack.",1,1621889044,NGA
7992828,566,NIG20724,20724,"16 May 2021",2021,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Benue,"Gwer West",,Naka,7.5887,8.2087,2,Blueprint,National,"On 16 May 2021, suspected Fulani pastoralists attacked Jimba settlement area (Gwer West LGA, Benue) [coded to Naka], killing two residents. Unknown reason for attack.",2,1621889044,NGA
7992937,566,NIG20723,20723,"16 May 2021",2021,1,Riots,"Mob violence","Rioters (Nigeria)","Vigilante Group (Nigeria)",5,"Civilians (Nigeria)",,7,57,"Western Africa",Nigeria,Ondo,"Akure North",,Iju,7.3939,5.2633,2,"Daily Independent (Nigeria)",National,"On 16 May 2021, residents lynched and killed a suspected robber at Ayede-Ogbese (Akure North LGA, Ondo) [coded to Iju] for stealing four motorcycles in the area. [size=no report]",1,1621889044,NGA
8394968,566,NIG21373,21373,"16 May 2021",2021,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,2,12,"Western Africa",Nigeria,Borno,Konduga,,Kawuri,11.5796,13.5867,1,"Undisclosed Source","Local partner-Other","On 16 May 2021, the security forces clashed with Boko Haram members in Kawuri (Konduga LGA, Borno). Around 40 members of the special forces were killed.",40,1627328513,NGA
7992588,566,NIG20713,20713,"15 May 2021",2021,2,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Rivers,Oyigbo,,Afam,4.8167,7.3167,2,"Sahara Reporters; Daily Independent (Nigeria)",National-Regional,"Around 15 May 2021 (as reported), Nigerian police clashed with unidentified gunmen at Oyigbo LGA (Rivers) [coded to Afam], killing four gunmen and a nurse. Police sources deny the event, reporting gunmen were killed by another set of gunmen. Community sources on the other hand report that event is connected to the recent killing of seven policemen in coordinated attacks on security formations along the East-West Road and Elimgbu Police Station by the gunmen.",5,1621889043,NGA
7992821,566,NIG20721,20721,"15 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Osun,Osogbo,,Oshogbo,7.7667,4.5667,2,Blueprint,National,"On 15 May 2021, members of Omo Oduduwa United and residents staged protest marches along Ibadan expressway (Osogbo LGA, Osun) [coded as Oshogbo] to demand establishment of a Yoruba Nation. [size=no report]",0,1621889044,NGA
7992839,566,NIG20720,20720,"15 May 2021",2021,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Benue,"Gwer West",,Naka,7.5887,8.2087,2,Blueprint,National,"On 15 May 2021, suspected Fulani pastoralists attacked Tse Shishim village (Gwer West LGA, Benue) [coded to Naka], killing one resident. Unknown reason for attack.",1,1621889044,NGA
7992992,566,NIG20718,20718,"15 May 2021",2021,2,Riots,"Violent demonstration","Rioters (Nigeria)",,5,"Police Forces of Nigeria (2015-)",,1,15,"Western Africa",Nigeria,Oyo,Iseyin,,Iseyin,7.9667,3.6,1,"Daily Trust (Nigeria)",National,"Around 15 May 2021 (as reported), youth residents set two Nigerian Customs patrol vehicles and properties ablaze at Iseyin (Iseyin LGA, Oyo) over the death of five individuals by Custom officials' stray bullets. Youth residents also staged a demonstration at the palace of the Aseyin in the same area. [size=no report]",0,1621889044,NGA
7992994,566,NIG20716,20716,"15 May 2021",2021,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)","Christian Group (Nigeria)",7,47,"Western Africa",Nigeria,Nassarawa,Keana,,Giza,8.2,8.6333,2,"Daily Trust (Nigeria)",National,"On 15 May 2021, suspected Fulani pastoralists attacked Amudu village in Giza (Keana LGA, Nassarawa), killing three residents, including a Christian Cleric.",3,1621889044,NGA
7992997,566,NIG20717,20717,"15 May 2021",2021,1,Battles,"Armed clash","Mbakume Communal Militia (Nigeria)",,4,"Mbasombo Communal Militia (Nigeria)",,4,44,"Western Africa",Nigeria,Benue,"Gwer East",,Ikpayongo,7.5705,8.5994,1,"Daily Trust (Nigeria)",National,"On 15 May 2021, Mbakume and Mbasombo Communal Militias clashed in Ikpayongo (Gwer East LGA, Benue). Two reported fatalities. Property damage also reported. Unknown reason for clash.",2,1621889044,NGA
7993039,566,NIG20719,20719,"15 May 2021",2021,2,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Benue,Makurdi,,Makurdi,7.7411,8.5121,2,"EONS Intelligence",National,"Around 15 May 2021 (as reported), youth residents from Yelwata staged a demonstration along Makurdi - Lafiya highway (Makurdi LGA, Benue) over the death of two community members by Fulani pastoralists. [size=no report]",0,1621889044,NGA
7993041,566,NIG20715,20715,"15 May 2021",2021,2,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Benue,Guma,,Gbajimba,7.8155,8.8604,2,"EONS Intelligence",National,"Around 15 May 2021 (as reported), suspected Fulani pastoralists attacked a village near Yelwata community (Guma LGA, Benue) [coded to Gbajimba], killing two residents.",2,1621889044,NGA
7993420,566,NIG20714,20714,"15 May 2021",2021,2,Protests,"Peaceful protest","Protesters (Nigeria)","Women (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Bayelsa,Brass,,Brass,4.3151,6.2418,2,"Sun (Nigeria)",National,"Around 15 May 2021 (as reported), women and youth residents staged a demonstration in front of the Nigerian Agip Oil Company Terminal at Twon Brass (Brass LGA, Benue) over the prolonged power outage in the Island. [size=no report]",0,1621889045,NGA
8394954,566,NIG21372,21372,"15 May 2021",2021,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,2,12,"Western Africa",Nigeria,Borno,Dikwa,,Dikwa,12.024,13.9165,2,"Undisclosed Source","Local partner-Other","On 15 May 2021, the security forces clashed with Boko Haram members in or around Dikwa (Dikwa LGA, Borno). 18 members of the special forces were killed.",18,1627328513,NGA
7992833,566,NIG20708,20708,"14 May 2021",2021,2,"Explosions/Remote violence","Air/drone strike","Military Forces of Nigeria (2015-)",,1,"Kaduna Communal Militia (Nigeria)",,4,14,"Western Africa",Nigeria,Kaduna,Chikun,,Chikun,10.2691,7.1085,2,Blueprint,National,"Around 14 May 2021 (as reported), Nigerian Airforce conducted air strikes against a Kaduna communal militia in the Kusasu area of Chikun LGA (Kaduna), killing several militiamen. Several fatalities coded as 3.",3,1621889044,NGA
7992838,566,NIG20707,20707,"14 May 2021",2021,2,"Explosions/Remote violence","Air/drone strike","Military Forces of Nigeria (2015-)",,1,"Kaduna Communal Militia (Nigeria)",,4,14,"Western Africa",Nigeria,Kaduna,"Birnin Gwari",,"Birnin Gwari",10.6637,6.54,2,Blueprint,National,"Around 14 May 2021 (as reported), Nigerian Airforce conducted air strikes against a Kaduna communal militia in Jan Birni (Birnin Gwari LGA, Kaduna), killing several militiamen and destroying their structures. Several fatalities coded as 3.",3,1621889044,NGA
7992879,566,NIG20711,20711,"14 May 2021",2021,2,Battles,"Armed clash","Military Forces of Nigeria (2015-)","Police Forces of Nigeria (2015-)",1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Imo,Obowo,,Otoko,5.5522,7.3691,2,"CKN Nigeria",National,"Around 14 May 2021 (as reported), Nigerian security operatives clashed with unidentified gunmen at Ikenanzizi (Obowo LGA, Imo) [coded to Otoko] and killed two gunmen.",2,1621889044,NGA
7992947,566,NIG20710,20710,"14 May 2021",2021,2,Protests,"Peaceful protest","Protesters (Nigeria)","Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Anambra,"Onisha North",,Onitsha,6.1454,6.7885,1,"Daily Independent (Nigeria)",National,"Around 14 May 2021 (as reported), tipper truck drivers staged demonstrations on major roads in Onitsha (Onitsha North LGA, Anambra) to protest the activities of the Anambra State Traffic Management Agency (ATMA). [size=no report]",0,1621889044,NGA
7993424,566,NIG20712,20712,"14 May 2021",2021,1,Battles,"Armed clash","Niger Communal Militia (Nigeria)",,4,"Niger Communal Militia (Nigeria)",,4,44,"Western Africa",Nigeria,Niger,Shiroro,,Shiroro,9.96,6.8346,2,"Sun (Nigeria)",National,"On 14 May 2021, two factions of a Niger communal militia clashed at Kusasu community (Shiroro LGA, Niger) over operational rules. At least 12 reported fatalities.",12,1621889045,NGA
8048398,566,NIG20706,20706,"14 May 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Government of Nigeria (2015-)",7,37,"Western Africa",Nigeria,"Cross River",Biase,,Biakpan,5.5848,7.9339,1,"Daily Post (Nigeria)",National,"On 14 May 2021, kidnappers abducted a Nigerian Customs Officer at a riverbank in Biakpan (Biase LGA, Cross River). Kidnappers demanded ransom. Kidnapped victim was later released. Unclear whether ransom was paid.",0,1622493899,NGA
8394984,566,NIG21371,21371,"14 May 2021",2021,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,2,12,"Western Africa",Nigeria,Borno,Mafa,,Ngwom,11.8826,13.3434,1,"Undisclosed Source","Local partner-Other","On 14 May 2021, ISWAP/Boko Haram members clashed with the security forces in Ngwom (Mafa LGA, Borno). Two security forces members were killed and two vehicles were destroyed.",2,1627328513,NGA
8460928,566,NIG21636,21636,"14 May 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Protestant Christian Group (Nigeria)",7,37,"Western Africa",Nigeria,Rivers,Eleme,,Akpaji,4.8216,7.0908,2,"CKN Nigeria",National,"On 14 May 2021, armed men kidnapped a pastor at Eleme junction, (Eleme LGA, Rivers state) coded as Akpaji. The victim's body was discovered in a shallow grave after a ransom of five hundred thousand naira was paid to his abductors.",1,1630983495,NGA
7992919,566,NIG20705,20705,"13 May 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Lawyers (Nigeria)",7,37,"Western Africa",Nigeria,Ebonyi,Ohaozara,,"Okposi Achara",6.0329,7.8113,1,"Daily Champion",National,"On 13 May 2021, unidentified armed men associated with an unreported political party abducted a lawyer, who is also a critic of the Ebonyi State Government, in Okposi (Okposi Achara) (Ohaozara LGA, Ebonyi). Event related to his expose on the systemic corruption by the authorities.",0,1621889044,NGA
7992943,566,NIG20702,20702,"13 May 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-) Prison Guards",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Abia,Bende,,Bende,5.5666,7.6333,2,"Daily Independent (Nigeria)",National,"On 13 May 2021, unidentified gunmen clashed with Nigerian Correctional Service Operatives at the Divisional Police Station in Bende LGA (Abia), freeing prison inmates. Gunmen also set buildings ablaze but no fatalities and/or injuries reported.",0,1621889044,NGA
7992996,566,NIG20704,20704,"13 May 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria)",7,37,"Western Africa",Nigeria,Plateau,Bassa,,Maiyanga,9.75,8.6667,2,"Daily Trust (Nigeria)",National,"On 13 May 2021, unidentified armed men attacked Fulani pastoralists around Maiyanga (Bassa LGA, Plateau), killing one and abducting another. The group also rustled and killed 53 cows.",1,1621889044,NGA
7993042,566,NIG20701,20701,"13 May 2021",2021,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Taraba,Bali,,Bali,7.8667,10.9667,2,"EONS Intelligence",National,"On 13 May 2021, suspected Fulani pastoralists attacked Utsua Daa and Baafada villages (Bali LGA, Taraba), killing six residents and injuring many others. Unknown reason for attack.",6,1621889044,NGA
7993819,566,NIG20703,20703,"13 May 2021",2021,2,Battles,"Armed clash","Coker Communal Militia (Nigeria)",,4,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,44,"Western Africa",Nigeria,Osun,Obokun,,Ibokun,7.7873,4.7295,2,"Vanguard (Nigeria)",National,"Around 13 May 2021 (as reported), local militiamen clashed with suspected Fulani pastoralists following an attack on a resident at Coker community (Obokun LGA, Osun) [coded to Ibokun]. No reported fatalities.",0,1621889046,NGA
7992888,566,NIG20700,20700,"12 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Lagos,"Lagos Mainland",,Yaba,6.4979,3.3829,1,"Concise News",National,"On 12 May 2021, demonstrators staged a protest at Panti Police Station in Yaba (Lagos Mainland LGA, Lagos) to demand the release of their colleague accused of molesting a minor, pending a court date. [size=no report]",0,1621889044,NGA
7992927,566,NIG20699,20699,"12 May 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,"Akwa Ibom","Etim Ekpo",,"Utu Etim Ekpo",5.0049,7.6103,2,"Daily Independent (Nigeria)",National,"On 12 May 2021, unidentified gunmen clashed with Nigerian police operatives at a Police Station in Etim Ekpo LGA (Akwa Ibom) [coded to Utu Etim Ekpo], killing one policeman. Gunmen also set the police building ablaze.",1,1621889044,NGA
7992928,566,NIG20698,20698,"12 May 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,"Akwa Ibom",Ika,,"Urua Inyang",5.023,7.5389,2,"Daily Independent (Nigeria)",National,"On 12 May 2021, gunmen attacked a Divisional Police Station in Ika LGA (Akwa Ibom) [coded to Urua Inyang] but were repelled by police operatives. The clash followed an earlier one in Etim Ekpo LGA [coded separately].",0,1621889044,NGA
7992942,566,NIG20695,20695,"12 May 2021",2021,2,Protests,"Peaceful protest","Protesters (Nigeria)","APC: All Progressives Congress",6,,,0,60,"Western Africa",Nigeria,Lagos,Ikeja,,Ikeja,6.5942,3.3375,1,"Daily Independent (Nigeria)",Subnational,"Around 12 May 2021 (as reported), some members of the All Progressives Congress staged a demonstration at the Daily Independent Office in Ikeja (Ikeja LGA, Lagos) over the alleged imposition of candidates by some party leaders. [size=some]",0,1621889044,NGA
7992975,566,NIG20694,20694,"12 May 2021",2021,2,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Enugu,"Enugu North",,Enugu,6.4426,7.5022,1,"Daily Post (Nigeria)",National,"Around 12 May 2021 (as reported), Ishi-ozalla indigenous group staged demonstrations at the State House of Assembly, Office of the Attorney General, the Ministry of Chieftaincy Matters, and at other relevant agencies and ministries in Enugu (Enugu North LGA, Enugu) to protest against the election outcome of the new traditional ruler in the community. [size=no report]",0,1621889044,NGA
7992989,566,NIG20696,20696,"12 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Teachers (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Nassarawa,Keffi,,Keffi,8.8486,7.8736,2,"Daily Trust (Nigeria)",National,"On 12 May 2021, primary school teachers staged protest marches on major streets in Keffi LGA (Nassarawa) over the state government's failure to pay their salaries for five months. [size=no report]",0,1621889044,NGA
8048378,566,NIG20697,20697,"12 May 2021",2021,1,Riots,"Mob violence","Rioters (Nigeria)","Vigilante Group (Nigeria)",5,"Civilians (Nigeria)",,7,57,"Western Africa",Nigeria,Delta,"Ethiope West",,Oghara,5.9355,5.6661,1,"Daily Independent (Nigeria)",National,"On 12 May 2021, an angry mob beat three suspected kidnappers in Oghara (Ethiope West LGA, Delta) over their attempt to kidnap a resident in the area. One reported fatality. [size=no report]",1,1622493899,NGA
8394974,566,NIG21370,21370,"12 May 2021",2021,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Islamic State (West Africa) - Lake Chad Faction",,2,12,"Western Africa",Nigeria,Borno,Konduga,,Mammanti,11.9019,12.7243,1,"Undisclosed Source","Local partner-Other","On 12 May 2021, ISWAP members clashed with the security forces in Mammanti (Konduga LGA, Borno). No reports on injuries or fatalities.",0,1627328513,NGA
7992586,566,NIG20690,20690,"11 May 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Protestant Christian Group (Nigeria)",7,37,"Western Africa",Nigeria,Ondo,"Akure North",,Irese,7.3353,5.1981,1,"Sahara Reporters; Daily Independent (Nigeria)",National-Regional,"On 11 May 2021, unidentified gunmen abducted a pastor in Irese (Akure North LGA, Ondo). Gunmen demanded ransom. Kidnapped victim was later released. Unclear whether ransom was paid.",0,1621889043,NGA
7992835,566,NIG20689,20689,"11 May 2021",2021,2,Riots,"Violent demonstration","Rioters (Nigeria)",,5,"Military Forces of Nigeria (2015-)",,1,15,"Western Africa",Nigeria,Zamfara,Gusau,,Gusau,12.1628,6.6614,2,Blueprint,National,"Around 11 May 2021 (as reported), Zamfara youths demonstrated along Gusau - Sokoto Road (Gusau LGA, Zamfara) over the death of a watermelon trader by a soldier. Community sources report demonstrators set an army operational vehicle ablaze. Military sources on the other hand report no military vehicle was set ablaze. [size=no report]",0,1621889044,NGA
7992850,566,NIG20684,20684,"11 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Labour Group (Nigeria); Miners (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Ondo,"Akure South",,Akure,7.2526,5.1931,1,"Business Day (Nigeria)",National,"On 11 May 2021, tippers and quarry owners staged demonstrations on major roads in Akure (Akure South LGA, Ondo) to protest the alleged burning of a truck by angry commercial motorcyclists in the state. [size=no report]",0,1621889044,NGA
7992934,566,NIG20688,20688,"11 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","ASUU: Academic Staff Union of Universities; Teachers (Nigeria); NASU: Non-Academic Staff Union; Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Edo,"Esan West",,Ekpoma,6.7421,6.139,1,"Daily Independent (Nigeria)",National,"On 11 May 2021, members of the Ambrose Alli University Chapter of the Academic Staff Union of Universities and Non Academic Staff Union staged a protest at the main entrance of the institution in Ekpoma (Esan West LGA, Edo) over the non-payment of their accumulated salaries. [size=no report]",0,1621889044,NGA
7992968,566,NIG20693,20693,"11 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Imo,"Owerri Municipal",,Owerri,5.4833,7.0304,1,"Daily Post (Nigeria)",National,"On 11 May 2021, workers of the Imo State Oil Producing Areas Development Commission staged protest marches along major streets in Owerri (Owerri Municipal LGA, Imo) to demand for a reversal of their salary scale and on time payments of their salaries by state authorities. [size=no report]",0,1621889044,NGA
7992988,566,NIG20687,20687,"11 May 2021",2021,1,Battles,"Armed clash","Rafin Tukurwa Communal Militia (Nigeria)",,4,"Kaduna Communal Militia (Nigeria)",,4,44,"Western Africa",Nigeria,Kaduna,"Birnin Gwari",,"Dogon Dawa",11.0356,7.0832,2,"Daily Trust (Nigeria)",National,"On 11 May 2021, a Kaduna communal militia clashed with local militiamen following an attack on Rafin Tukurwa (Birnin Gwari LGA, Kaduna) [coded to Dogon Dawa], killing four militiamen.",4,1621889044,NGA
7992990,566,NIG20685,20685,"11 May 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Farmers (Nigeria)",7,37,"Western Africa",Nigeria,Osun,"Ife North",,Alapata,7.3448,4.494,1,"Daily Trust (Nigeria)",National,"On 11 May 2021, unidentified gunmen attacked and killed two farmers at Alapata village (Ife North LGA, Osun). Unknown reason for attack.",2,1621889044,NGA
7993035,566,NIG20686,20686,"11 May 2021",2021,1,"Violence against civilians",Attack,"Zamfara Communal Militia (Nigeria)",,4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Zamfara,Bungudu,,Bungudu,12.2672,6.5475,2,"EONS Intelligence",National,"On 11 May 2021, a Zamfara communal militia attacked Samawa Bungudu community (Bungudu LGA, Zamfara). No reported fatalities but militia members set several houses and cars on fire.",0,1621889044,NGA
